sample_id,size,gc,md5,organism,taxid,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,primary_cluster_id,primary_dist,secondary_cluster_id,secondary_dist
KX523902,66059,51.23450249,b38a545f1e43a9038642e626ea7f3a9c,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
KX636096,61748,51.27615469,1b88efc075ffadab0649dccd9c5ba520,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
KX783441,67144,53.16483975,26dee8a1138de7475586d5c81cc299cb,Klebsiella pneumoniae,573,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH527,0.025
KY213890,56650,51.08737864,5453788f07be87b304e6a156ca98977c,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
KY215945,60678,51.20307195,20f4c9bdaa2a3612193473a67b5674ff,Klebsiella pneumoniae subsp. pneumoniae,72407,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
KY781949,70377,50.98540716,0da1ed8b320c85afd5999a6475df8f46,Klebsiella pneumoniae,573,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
LN864819,84252,53.17143807,535378157d522e77d16809fc928dbe8d,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
LR025091,63589,51.22269575,ef96fa16efdf5361d9b23b5c2ec823ce,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
LR025095,63592,51.22185181,67baccabcac45023f4f2877aa48c9207,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
LT994833,79416,50.82603002,d6778171750257bb8a125db48672f9eb,Klebsiella pneumoniae,573,IncL/M,AF550415,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH537,0.025
MK088079,62214,51.18783554,475830982fb924b8e7cdcb41396bad16,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
MK370728,62677,51.13678064,69dc8b4a19e576785a946c3bca9fbf2e,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
NC_011641,68018,51.4113911,46094f9080363f5f3266a956c7d60a21,Klebsiella pneumoniae,573,IncL/M,AF550415,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH532,0.025
NC_019154,61881,51.10615536,441571b551a61f4c37b9891694c6fb84,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
NC_021078,71446,50.58225793,efb65b623cb7eb838e1ef09041f2e11c,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH529,0.025
NC_021488,62592,51.08640082,90c6b66f3b1d2cc291ad6b8b98c5690c,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
NC_023027,63578,51.22841234,5544ca0ecc7753a4e69038bb1e174966,Klebsiella pneumoniae,573,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
NC_025134,90439,53.44265195,c2d6281732967a892eab128e0a81c0a7,Klebsiella pneumoniae,573,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH526,0.025
CP014072,76312,53.0453926,fa8a96e9a2fdb067b16d85418b079c00,Klebsiella quasipneumoniae,1463165,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
CP014698,77127,52.97885306,5ea972119dfef6acb0a5b9ea37cb9912,Klebsiella quasipneumoniae,1463165,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
CP029599,77110,52.98534561,98c545b81a680378909c0881e0afeaf4,Klebsiella quasipneumoniae subsp. similipneumoniae,1463164,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
CP022826,67851,51.84890422,45efe6f7532b2cfacffd9ada8789d8d9,Klebsiella quasivariicola,2026240,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
CP017282,58666,51.65854157,7d658a526af9bcce13275da4b64a9739,Klebsiella variicola,244366,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH534,0.025
CP017288,58665,51.65771755,e714ea7e556abd41b0c5690d28b060a0,Klebsiella variicola,244366,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH534,0.025
CP017853,58666,51.66024614,11224df23b1782ae06ad670c67affbc2,Klebsiella variicola,244366,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH534,0.025
LT994838,69498,52.18855219,64ae415ac5a63bf2437bc46bcd1a28a3,Klebsiella variicola,244366,IncL/M,AF550415,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH537,0.025
CP042509,82010,52.88379466,cc6448bd2ccbf2c8f1c5d40461f0584b,Leclercia adecarboxylata,83655,IncL/M,AF550415,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH532,0.025
CP011599,82986,53.689779,3a3d68178c95e95f66e17f4eb74e981d,Phytobacter ursingii,1972431,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
KP025948,72127,50.68836913,6517fb320e6f674a15294b065b2f2046,Proteus mirabilis,584,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH529,0.025
LN864821,63434,51.17287259,d00198afac6fea93743180b502ae29e3,Raoultella planticola,575,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH539,0.025
KM406488,78899,50.74335543,94e75128b20acbd1a52ab90e4303a3d0,Salmonella enterica subsp. enterica serovar Paratyphi B,57045,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
KM406490,79502,54.48919524,2a1da8b4d3cf5939800e630eeca7a596,Salmonella enterica subsp. enterica serovar Typhimurium,90371,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH531,0.025
CP011640,73100,53.35978112,027324a1a93d802d3631a220ee4c843d,Serratia marcescens,615,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
CP020502,74726,53.24117442,11250ee8f38a427793f0f4042bd5ca16,Serratia marcescens,615,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
CP029447,73100,53.35978112,9ebabbe237f3b052a93a36679d0b3294,Serratia marcescens,615,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH528,0.025
CP042514,87731,52.78977784,9507dc417d6148f768f9e920db13608c,Serratia marcescens,615,IncL/M,AF550415,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH532,0.025
JQ418542,81793,53.2025968,69a560dfe3264adb767af7c43b2a818f,Serratia marcescens,615,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH536,0.025
KM406489,86748,52.99027067,3c9f1ab59f3000f0ff1ddeae3cb6ce9f,Serratia marcescens,615,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH536,0.025
KU315015,95855,53.63517813,bf2ae173d3e9f2107446387f38d2b48e,Serratia marcescens,615,IncL/M,U27345,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH531,0.025
NC_019344,81793,53.2025968,69a560dfe3264adb767af7c43b2a818f,Serratia marcescens,615,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH536,0.025
CP026385,82860,51.7487328,aecd874f3b2591b891f7f9852e146671,Serratia sp. SSNIH1,1758196,IncL/M,JN626286,MOBP,NC_004464_00056,,,,,,AA002,0.06,AH540,0.025
FJ207465,5713,34.13267985,b4e2ccbcde1a5069042a4f28904b1993,Staphylococcus aureus,1280,rep_cluster_1078,000330__NC_011605_00001,MOBP,NC_019141_00004,,,,,,AA003,0.06,AH542,0.025
FN806791,5718,34.08534453,3ac572bf7988d697bf7fdef2dbc82b32,Staphylococcus aureus,1280,rep_cluster_1078,000330__NC_011605_00001,MOBP,NC_019141_00004,,,,,,AA003,0.06,AH542,0.025
NC_011605,5713,34.13267985,b4e2ccbcde1a5069042a4f28904b1993,Staphylococcus aureus,1280,rep_cluster_1078,000330__NC_011605_00001,MOBP,NC_019141_00004,,,,,,AA003,0.06,AH542,0.025
NC_019141,5718,34.08534453,3ac572bf7988d697bf7fdef2dbc82b32,Staphylococcus aureus,1280,rep_cluster_1078,000330__NC_011605_00001,MOBP,NC_019141_00004,,,,,,AA003,0.06,AH542,0.025
EU930825,3592,35.9688196,6e3de8e039d66290adbda473168cff9d,Staphylococcus simulans bv. staphylolyticus,1287,rep_cluster_1078,000328__EU930825_00001,MOBP,NC_019141_00004,,,,,,AA003,0.06,AH541,0.025
NC_013033,3592,35.9688196,6e3de8e039d66290adbda473168cff9d,Staphylococcus simulans bv. staphylolyticus,1287,rep_cluster_1078,000328__EU930825_00001,MOBP,NC_019141_00004,,,,,,AA003,0.06,AH541,0.025
CP003370,4946,31.0553983,0c1d219e78f11e28af918d06118774c9,Prevotella dentalis DSM 3688,908937,rep_cluster_1118,000393__NC_019961_00001,MOBP,CP003370_00007,,,,,,AA004,0.06,AH543,0.025
NC_019961,4946,31.0553983,0c1d219e78f11e28af918d06118774c9,Prevotella dentalis DSM 3688,908937,rep_cluster_1118,000393__NC_019961_00001,MOBP,CP003370_00007,,,,,,AA004,0.06,AH543,0.025
GQ900460,4572,32.74278215,cd39d3e31291974d007b45250d615f55,Staphylococcus epidermidis,1282,rep_cluster_1118,GQ900460,MOBP,NC_019969_00003,,,,,,AA005,0.06,AH544,0.025
NC_013391,4572,32.74278215,cd39d3e31291974d007b45250d615f55,Staphylococcus epidermidis,1282,rep_cluster_1118,GQ900460,MOBP,NC_019969_00003,,,,,,AA005,0.06,AH544,0.025
AE015931,4679,31.78029493,891725d2bd0829dace4cc88c2fd9b50b,Staphylococcus epidermidis ATCC 12228,176280,rep_cluster_1118,000383__AE015931_00004,MOBP,NC_005007_00007,,,,,,AA006,0.06,AH545,0.025
NC_005007,4679,31.78029493,891725d2bd0829dace4cc88c2fd9b50b,Staphylococcus epidermidis ATCC 12228,176280,rep_cluster_1118,000383__AE015931_00004,MOBP,NC_005007_00007,,,,,,AA006,0.06,AH545,0.025
CP003371,4175,32.09580838,3f97206e7f4592841d445797487fe42a,Prevotella dentalis DSM 3688,908937,rep_cluster_1257,000569__NC_020165_00005,MOBP,NC_019969_00003,,,,,,AA007,0.06,AH546,0.025
NC_019969,4175,32.09580838,3f97206e7f4592841d445797487fe42a,Prevotella dentalis DSM 3688,908937,rep_cluster_1257,000569__NC_020165_00005,MOBP,NC_019969_00003,,,,,,AA007,0.06,AH546,0.025
CP003669,4374,31.87014175,ae73ab501ec4a03c1fb595af8e349c59,Staphylococcus warneri SG1,1194526,rep_cluster_1257,000569__NC_020165_00005,"MOBP,MOBP","NC_019969_00003,NC_005007_00007",,,,,,AA007,0.06,AH546,0.025
CP013622,4447,32.42635485,3d6376fd08c6d0a722c9975203c7b87f,Staphylococcus aureus,1280,"rep_cluster_1118,rep_cluster_1118","NC009751,000380__CP013622_00005",MOBP,NC_019969_00003,,,,,,AA008,0.06,AH547,0.025
AF093750,4431,28.07492665,0c9aeaca7389dc8878575e0ef6545524,Staphylococcus sciuri subsp. sciuri,147467,rep_cluster_1118,000384__AF093750_00001,-,-,,,,,,AA009,0.06,AH548,0.025
NC_006974,4431,28.07492665,0c9aeaca7389dc8878575e0ef6545524,Staphylococcus sciuri subsp. sciuri,147467,rep_cluster_1118,000384__AF093750_00001,-,-,,,,,,AA009,0.06,AH548,0.025
AP009489,4398,31.60527513,34253c151647a9354ce4907f5d2c552c,Macrococcus caseolyticus JCSC5402,458233,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
NC_012000,4398,31.60527513,34253c151647a9354ce4907f5d2c552c,Macrococcus caseolyticus JCSC5402,458233,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
AM990994,4381,31.63661265,aa3d67f82f935b62438193e1d073f41e,Staphylococcus aureus subsp. aureus ST398,523796,rep_cluster_1118,AM990994,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP013623,4397,31.81714806,bba575b2e201fe43a7c66f50ffaf31d6,Staphylococcus aureus,1280,rep_cluster_1118,NC009751,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP014375,4397,31.61246304,0b6e2b352d7498005cf96c1e6471579e,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP014380,4397,31.61246304,0b6e2b352d7498005cf96c1e6471579e,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP014391,4397,31.61246304,0b6e2b352d7498005cf96c1e6471579e,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP014396,4397,31.61246304,0b6e2b352d7498005cf96c1e6471579e,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP014401,4397,31.61246304,0b6e2b352d7498005cf96c1e6471579e,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP014406,4397,31.61246304,0b6e2b352d7498005cf96c1e6471579e,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
CP028191,4397,31.58972026,af248b744167fcca64da695f5a6c669d,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
MH785228,4397,31.61246304,53abe6ba2b09fa46907ae5b42817dfb5,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
MH785256,4397,31.61246304,53abe6ba2b09fa46907ae5b42817dfb5,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
NC_005564,4397,31.54423471,d3c269441964c3026242fa941170f0cd,Staphylococcus aureus,1280,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
MH090916,4397,31.58972026,d62fd252507c79954bcddd53107cf9ec,Staphylococcus epidermidis,1282,rep_cluster_1118,000391__NC_005564_00006,MOBP,NC_012000_00003,,,,,,AA010,0.06,AH549,0.025
KM276079,4220,29.38388626,b38e5f8d82c89259b43a3eeedc9c4d43,Staphylococcus chromogenes,46126,rep_cluster_1078,000329__KM276080_00001,MOBV,KM276080_00003,,,,,,AA011,0.06,AH551,0.025
KM276080,4220,29.38388626,51320225e30c8265280fef366c1aec3c,Staphylococcus equorum,246432,rep_cluster_1078,000329__KM276080_00001,MOBV,KM276080_00003,,,,,,AA011,0.06,AH551,0.025
KM276081,4229,29.36864507,6ce0489ed453498050051cc83b186fb5,Staphylococcus hyicus,1284,rep_cluster_1078,000329__KM276080_00001,MOBV,KM276080_00003,,,,,,AA011,0.06,AH551,0.025
HG803547,3898,28.65572088,5f7570eb15d7214e9d6e6f6a3b79b6ad,Staphylococcus aureus,1280,rep_cluster_1118,000386__HG803547_00001,MOBV,NC_023313_00003,,,,,,AA011,0.06,AH550,0.025
KC895984,3928,28.61507128,509a8c9d6bb1376358dcb374dce50174,Staphylococcus aureus,1280,rep_cluster_1118,000395__NC_023313_00001,MOBV,NC_023313_00003,,,,,,AA011,0.06,AH550,0.025
NC_023313,3928,28.61507128,509a8c9d6bb1376358dcb374dce50174,Staphylococcus aureus,1280,rep_cluster_1118,000395__NC_023313_00001,MOBV,NC_023313_00003,,,,,,AA011,0.06,AH550,0.025
KM276082,3780,29.25925926,80cfd4db70a63f716f82538001315ef2,Staphylococcus hyicus,1284,rep_cluster_1118,000387__KM276082_00001,MOBV,KM276082_00003,,,,,,AA011,0.06,AH552,0.025
NC_002096,4118,28.80038854,335b4cba7aa8f65d89e31d0cdede94fe,Staphylococcus aureus,1280,rep_cluster_1118,000390__NC_002096_00001,MOBV,NC_002096_00003,,,,,,AA012,0.06,AH553,0.025
U38429,4118,28.80038854,335b4cba7aa8f65d89e31d0cdede94fe,Staphylococcus aureus,1280,rep_cluster_1118,000390__NC_002096_00001,MOBV,NC_002096_00003,,,,,,AA012,0.06,AH553,0.025
AB369999,4555,31.59165752,c027dbe63862d62fbf9eef1d595f9297,Staphylococcus aureus,1280,rep_cluster_1118,000381__X02529_00004,MOBP,NC_006977_00007,,,,,,AA013,0.06,AH554,0.025
NC_002129,4557,31.64362519,ec3e40237f696b92cfc3e20125634bfb,Staphylococcus aureus,1280,rep_cluster_1118,000381__X02529_00004,MOBP,X02529_00007,,,,,,AA013,0.06,AH554,0.025
NC_006977,4555,31.61361142,a23b96af70d25d5dda2d5cc687abf1d3,Staphylococcus aureus,1280,rep_cluster_1118,000381__X02529_00004,MOBP,NC_006977_00007,,,,,,AA013,0.06,AH554,0.025
NC_010111,4555,31.59165752,c027dbe63862d62fbf9eef1d595f9297,Staphylococcus aureus,1280,rep_cluster_1118,000381__X02529_00004,MOBP,NC_006977_00007,,,,,,AA013,0.06,AH554,0.025
X02529,4557,31.64362519,ec3e40237f696b92cfc3e20125634bfb,Staphylococcus aureus,1280,rep_cluster_1118,000381__X02529_00004,MOBP,X02529_00007,,,,,,AA013,0.06,AH554,0.025
AY325804,11066,37.46611242,3d14a12e881488167b28e5cc2840076a,Lysinibacillus sphaericus,1421,rep_cluster_721,002194__NC_005242_00020,-,-,,,,,,AA014,0.06,AH555,0.025
NC_005242,11066,37.46611242,3d14a12e881488167b28e5cc2840076a,Lysinibacillus sphaericus,1421,rep_cluster_721,002194__NC_005242_00020,-,-,,,,,,AA014,0.06,AH555,0.025
AM889286,16610,63.99759181,73a61ec08fde655839e94e6a181fc8c9,Gluconacetobacter diazotrophicus PA1 5,272568,IncP,000189__NC_010123_00010,MOBP,NC_010123_00001,,,,,,AA016,0.06,AH557,0.025
NC_010123,16610,63.99759181,73a61ec08fde655839e94e6a181fc8c9,Gluconacetobacter diazotrophicus PA1 5,272568,IncP,000189__NC_010123_00010,MOBP,NC_010123_00001,,,,,,AA016,0.06,AH557,0.025
CP002802,12355,67.79441522,2b8e46206bd96aa7fbe6fc318646f17b,Frankia symbiont of Datisca glomerata,656024,-,-,-,-,,,,,,AA017,0.06,AH558,0.025
NC_015664,12355,67.79441522,2b8e46206bd96aa7fbe6fc318646f17b,Frankia symbiont of Datisca glomerata,656024,-,-,-,-,,,,,,AA017,0.06,AH558,0.025
CP023916,130348,51.05717004,90f24692dbcb335cf6fceee691d03d8f,Klebsiella pneumoniae,573,"IncFIA,IncFIB,IncFII,rep_cluster_2183","AF250878,000097__NC_025166_00051,000128__CP023916,CP017721_00179","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH560,0.025
CP027056,95481,53.8326997,0426ad9629081330b9dec743b86d2534,Klebsiella pneumoniae,573,IncFIB,000097__NC_025166_00051,-,-,,,,,,AA018,0.06,AH561,0.025
HG969999,78232,54.21438797,d42efa8db6afca8f99d51bf97c14274c,Klebsiella pneumoniae,573,IncFIB,000097__NC_025166_00051,-,-,,,,,,AA018,0.06,AH561,0.025
JX442975,78227,54.21529651,b7b7a5b5f133800fb01e74b36b082983,Klebsiella pneumoniae,573,IncFIB,000097__NC_025166_00051,-,-,,,,,,AA018,0.06,AH561,0.025
NC_021655,78227,54.21529651,b7b7a5b5f133800fb01e74b36b082983,Klebsiella pneumoniae,573,IncFIB,000097__NC_025166_00051,-,-,,,,,,AA018,0.06,AH561,0.025
CP009115,118061,52.68801721,8c2f4bb9b9c607731dbfdcd82409814d,Klebsiella pneumoniae,573,"IncFIB,IncFII","000097__NC_025166_00051,000129__CP018340","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH560,0.025
CP018992,110226,53.80581714,4e794ea5adea68de7b3023b7c6e862c1,Escherichia coli,562,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
KU295133,115706,53.80187717,68cbae1fec17abd524e8d534158f06b1,Escherichia coli,562,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000132__HG969996,CP017721_00179","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP000649,107576,53.44035844,d392f3f498d44cd8fbf441deeda792f6,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000132__HG969996,CP017721_00179","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH562,0.025
CP007730,113639,53.92778888,d4f1186e403e83a01b5f9486c984b6e6,Klebsiella pneumoniae subsp. pneumoniae KPNIH10,1094170,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP008830,113639,53.92778888,d4f1186e403e83a01b5f9486c984b6e6,Klebsiella pneumoniae subsp. pneumoniae KPNIH1,1087440,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP008833,113639,53.92866885,e333b8894d4c0c2df645824bbd12f531,Klebsiella pneumoniae subsp. pneumoniae KPR0928,1328325,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP009875,113639,53.92866885,e333b8894d4c0c2df645824bbd12f531,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP011981,130552,54.0642809,2029a6adaf75684b33c95ffaf8592563,Klebsiella pneumoniae 500_1420,1304922,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000132__HG969996,CP017721_00179","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH559,0.025
CP011986,113639,53.92514894,38c0a5f1e42e3c3c3be4f42b863d9522,Klebsiella pneumoniae UHKPC07,1284804,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP017721_00179","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP011991,113638,53.92826343,7bde7ffb848d8d2209931e4199d8b50a,Klebsiella pneumoniae UHKPC33,1284802,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP012000,113626,53.92339781,b157e1dc8d04967634a8653eb8b84456,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001",MOBF,NC_021231_00058,,,,,,AA018,0.06,AH561,0.025
CP014650,113639,53.92778888,d4f1186e403e83a01b5f9486c984b6e6,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP015395,116419,53.76012507,d7727706d01854695022ed3fcaf56dc2,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000132__HG969996,CP017721_00179","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH561,0.025
CP019774,114073,53.88040991,0535ecc42b7dc2c18855b4a74280b984,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH561,0.025
CP020904,120533,52.29107381,73809d9b1dc7aa288c51a69e11be4a54,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000132__HG969996,CP017721_00179","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH559,0.025
CP022693,113639,53.93042881,6f3c80d32d93f87fb1752ab09195cbad,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH561,0.025
CP023922,129106,52.18037891,31a638859e65a15a30e7628d7039258f,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA018,0.06,AH562,0.025
CP023928,113639,53.92954883,ad2a912187ba9213da8892d377bc65f3,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH561,0.025
CP024040,122082,52.29435953,abfa7cec23448b2004e29560a93ca89f,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH562,0.025
CP025010,118202,53.91025533,8fce934ccad01caefddeae3a308f0419,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH561,0.025
CP027158,113639,53.92954883,9396b3d86836c94f5352618ce403e5e4,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH561,0.025
CP028177,116768,52.52723349,a6316e1a84fd4357c5f719af77d088e3,Klebsiella pneumoniae,573,"IncFIB,IncFII,rep_cluster_2183","000097__NC_025166_00051,000130__CP023489,CP033468_00001","MOBF,MOBF","NC_021231_00058,CP035180_00077",,,,,,AA018,0.06,AH562,0.025
